Postcode	Duration (min)	Route Index	Name	Description	Waypoint Count	Waypoint 1	Waypoint 2	Waypoint 3	Distance (m)	Duration (sec)	Polyline	Actual Duration (min)	Timing source
WF2 0GU	10	1			2	Methodist Church (WF2 0GU)	Tania's Barbershop (WF2 0GU)		1031	773	ug{fI|ukHGN_AMw@pCa@lCg@iDCQIs@AE]cCg@a@[Yk@c@WOQK]O_@Oc@pDEb@A`@Ab@?\B\FjADv@Hx@Fr@Jp@Nj@Nf@R\XZXH\FdA[x@CLiAJqAJiA`@mCv@qC~@LFO	12	OSRM
WF2 0GU	60	1			2	West Yorkshire Police Learning & Development Centre (WF2 0GU)	Driver Training Area (WF2 0GU)		17763	13322	kzyfId}kHj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|INn@nBxIR|@x@nD\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|IrA`G	222	OSRM
WF2 0GU	60	1			2	Tardis (WF2 0GU)	The Malt Shovel (WF2 0GU)		4284	3213	}hzfIdjjHs@xAWk@[u@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDF??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vc@PC@e@RiAd@EBIDqBx@qAh@gCfA}@^kBn@e@Rq@l@Wz@a@dBZt@Vj@r@yA	53	OSRM
WF2 0GU	15	1			2	The Malt Shovel (WF2 0GU)	Gardener's Retreat Restaurant (WF2 0GU)		1207	905	sqyfI`riHDz@BnBk@Vc@PC@e@RiAd@EBIDqBx@qAh@gCfA}@^_Bh@KDe@Rq@l@Wz@a@dBIf@Hg@`@eBV{@p@m@d@SjBo@|@_@fCgApAi@pBy@HEDChAe@d@Sf@Sj@WCoBE{@	15	OSRM
WF2 0GU	10	1			2	Sun Bo (WF2 0GU)	Kylies Sandwich Bar & Custom Cakes (WF2 0GU)		860	645	ofufIr}iHFGHILSFHRTdAwCFSb@~@Zn@JSFSGEe@w@CEh@|@FDGRKR[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@Qf@GLZl@P[QZ[m@FMp@gB\w@L]L[f@}Af@{ASUGIMRIHGF	10	OSRM
WF2 0GU	10	1			2	BP Manor Service Station (WF2 0GU)	Restyle Fitness (WF2 0GU)		906	680	sm{fId{kHKo@CQKy@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@MZJD@Cd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yB	11	OSRM
WF2 0GU	10	1			2	The Wren Cafe (WF2 0GU)	The New Pot Oil (WF2 0GU)		962	722	uwvfIvphHFSTm@n@eBX}@\yAQUu@w@WQEr@Qb@Wp@ELQb@Sj@K^qAdFIREHG@I?ECKIU]g@w@KMo@WYMQKQn@I^A@Mz@o@|DFHf@TzB^b@DTCHANEHCNE^MXSNSLUV}@DKx@oD	12	OSRM
WF2 0GU	15	1			2	Outwood Primary Academy Kirkhamgate (WF2 0GU)	The Star Inn (WF2 0GU)		1094	820	sowfIhfnHIHw@v@Mc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{Av@w@HI	13	OSRM
WF2 0GU	5	1			2	Blue Marlin Fisheries (WF2 0GU)	Mill View Stores (WF2 0GU)		639	479	kaufIfviHYx@GReAvC[bAKVGIWKVJFHf@{AdAwCFSb@~@Zn@BHRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AXy@	7	OSRM
WF2 0GU	20	1			2	St Michaels Church (WF2 0GU)	R H Binks And Sons (WF2 0GU)		1816	1362	io{fIjbmH@u@BoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnDAt@	22	OSRM
WF2 0GU	10	1			2	Wrenthorpe Club (WF2 0GU)	The Lawrence (WF2 0GU)		856	642	eaxfIb`hHpA`ATN\Tj@^G^I@??WQODLu@]UUO_CeB_@h@CBW^uA~BmAtBKPe@iAIUEO?O@OBSZm@DED@HNIOEAED[l@CRAN?NDNHTLZVl@JQlAuBtA_CV_@BC^i@l@b@	10	OSRM
WF2 0GU	60	1			2	Cardigan House (WF2 0GU)	West Yorkshire Police Learning & Development Centre (WF2 0GU)		17763	13322	qvyfIzhlH\|AtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|IrA`Gj@fCR|@vAlGtAxDbCzFbCdFbAjBb@x@bAjBnCrD|CfEjDpDxFdFfMjJzBxA`CrAtBfAtDrBtG`Dn@R~FjBlGhAdE\xDDvEOnE[hOcClImApBYzRuF^OZSPMNQNUj@{ARg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZk@Va@@OCWOMOMUIOi@w@a@So@E{Lh@qAFsFj@sInAeOdCoE`@cFJwDImE]eGaAaGiBs@W_HeDkDqBuBiAcCcB}B_BqFsDiF{DkFqEoD{DaDeE}BqDmAkBc@y@wAuCoEsJuBoF_AqCo@wA_AuCqA}DOc@}BiHwAmEQa@Uu@K]MYKWGMGKGIGIGGEEMIOKc@SEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JD^\JNFJDLDLBPBN@N@P?P?P?P?BCvA?P@P@RDRThAf@~Br@|CnB|INn@nBxIR|@x@nD	222	OSRM
WF2 0GU	30	1			2	Silkwood Farm (WF2 0GU)	Total Fitness (WF2 0GU)		2258	1694	oetfIremH@E?C?EA_@LEBABA@CTgALo@VR\ZPaA??Q`A][WSMn@oB_BlA_GXq@J[HWn@z@zB`CLJD@D?LEDAJEF?B?HF@BDHDN@RAPEPGLIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANENGHWFECIIEMCOAQBQDOBCJ[BMBMBM@a@JgABYJy@Fe@Ha@ReAJe@zAcH@K?G?EAa@CQEUAMEIKU{BaCo@{@IVKZYp@mA~FnB~AUfAABC@C@MD@^?D?BAD	28	OSRM
WF2 0GU	10	1			2	Main Street Fisheries (WF2 0GU)	China And Thai Express (WF2 0GU)		978	734	m}{fIzjkHNLpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKqBe@OM	12	OSRM
WF2 0GU	20	1			2	BP Manor Service Station (WF2 0GU)	East Ardsley Express (WF2 0GU)		1533	1150	mo{fI`zkHB?d@]Ky@]cCZNJ@ZDZ@L?n@Al@AR_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKi@MgAW@TJrAJpAKqAKsAAUpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@ZDZ@L?n@Al@AUp@EPw@pCa@lCg@iDCQe@\C?	19	OSRM
WF2 0GU	10	1			2	Main Street Fisheries (WF2 0GU)	China And Thai Express (WF2 0GU)		876	657	uz{fI`lkHh@LTJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKi@M	10	OSRM
WF2 0GU	10	1			2	Main Street Fisheries (WF2 0GU)	China And Thai Express (WF2 0GU)		980	735	y|{fIjlkHAKAUpBd@TJnAl@^N\NPJVNj@b@ZXf@`@ZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lC[yBKo@CQKy@]cCg@a@[Yk@c@WOQK]O_@OoAm@UKqBe@@T@J	12	OSRM
WF2 0GU	10	1			2	BP Manor Service Station (WF2 0GU)	Main Street Fisheries (WF2 0GU)		831	623	_m{fIv`lHFw@`@mCv@qCDQTq@R_@f@dAOZGN_AMw@pCa@lCg@iDCQKy@]cCZNJ@Be@a@M??`@LCd@ZDZ@L?n@Al@AUp@EPw@pCa@lCGv@	10	OSRM
WF2 0GU	20	1			2	Toyota Vantage (WF2 0GU)	Total Fitness (WF2 0GU)		1976	1482	ersfIhmmHSj@QJSYHQb@iAD_@\_ABQA_@q@gAw@m@KEMGPeAHM\KHYNm@BETmADMB?BB@DUdACNXuAAECCC?ELUlACDOl@IX]JILQdAo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHILOLUFIPa@Pg@DMDMFWPo@@KNq@ViAD]DIDIHIAOAECC_BqA~@v@^XBB@D@NCNGNABEHGLWhAOp@AJQn@GVELELQf@Q`@GHMTMNIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHPg@Rc@JS`@w@TWVk@HQb@iAHLH^GN	24	OSRM
WF2 0GU	15	1			2	The Eagle (WF2 0GU)	Alverthorpe Working Mens Club (WF2 0GU)		1341	1006	u{sfIzrjHMa@Ee@lAiATKEWEQISGO_@t@MVIN[h@QVYRSPa@X??EBSPA@YPKHQJYJC?SBY?OAQCYMi@Y_@MkB]s@Oc@Kc@MGAu@YQMKKn@{DD^i@fDPLt@XF@b@Lb@J~Cl@^Lh@XXLPBN@X?RCB?XKPKJIZSRQDC??`@YRQXSPWZi@HOLW^u@FNHRDPDVUJmAhADd@L`@	16	OSRM
WF2 0GU	30	1			2	Alverthorpe Working Mens Club (WF2 0GU)	GJH Commercial Vehicle Services Ltd (WF2 0GU)		2526	1894	k}sfIttjHe@MMBGACGESG]EBSP[RKHQJYJC?SBY?OAQCYMi@Y_@MkB]s@Oc@Kc@MGAu@YQMKKn@{DD^i@fDPLt@XF@b@Lb@J~Cl@AfD?nCAr@?lAA|C?V?XErK?H?hA?|@AjAB`AFr@BRcAb@KBSDYBYBWAeACo@A?{A?M@uBm@?M?EBCH?d@BHDDZ?[?EECI?e@BIDCL?V?T?AtB?L?zAn@@dABV@XCXCREJCbAc@CSGs@CaA@kA?}@?iA?IDsK?Y?W@}C?mA@s@?oC@gD^Lh@XXLPBN@X?RCB?XKPKJIZSRQDCF\DRBFF@LCd@L	31	OSRM
WF2 0GU	20	1			2	St Michaels Church (WF2 0GU)	R H Binks And Sons (WF2 0GU)		1803	1352	qn{fIv`mHUABoD?GBaE?U@yABw@B{@Bq@Bo@FeA@SDu@y@BeAZWTUV}@p@}@f@AIeBb@uA^GXNfANTHFFn@Go@IGOUOgAFYzDcA@H|@g@|@q@TWVUdA[x@CLiAFy@NaB`@mCv@qCDQTq@R_@f@dAWj@_AMw@pCa@lCWzCMhAEt@ARGdACn@Cp@Cz@Cv@AxA?TC`E?FCnDT@	22	OSRM
WF2 0GU	45	1			2	The Malt Shovel (WF2 0GU)	Tardis (WF2 0GU)		3868	2901	ggzfIrbjH~Ai@|@_@fCgApAi@pBy@HEDChAe@d@SBAb@Qj@Wh@UZId@QEo@?_@BYDc@FYJa@R_@PS^YjBcAj@YPIrBkAnB_APIJf@@L?LENc@n@W`@W`@SXo@jASZ}@dBgBjD{@xAw@~@}EnHOTa@n@J`@BNDV?L?PG`BAP?P?P?P@RJfDi@NG_BIgCAYAOEECAEHIJKNCD@^FxBDrB@f@DRDF??BBJCJAFABG?IEmAh@OKgDAS?Q?Q?Q@QFaB?Q?MEWOIGCI?ODeCnDg@h@g@b@cAp@iB`ASJIDGHIHEHCHYlA?BOt@ETELEHGJcBvBGHIHIDIBIBI@K?OAEAc@e@OUGQEOEQAMAOAQ?S@O@O?GDQFWFWFOFMrAuBHKFGFGHGHGJCHAH?H?H@JDt@NZLPBLBR@NANCLEJGZSjAy@`A_A`AkAb@o@pB}CbCqDFM^_AVe@L_@FYDY@W@YAYMoAe@P[Hi@Tk@Vg@Re@RiAd@EBIDqBx@qAh@gCfA}@^_Bh@	48	OSRM
WF2 0GU	30	1			2	Alverthorpe Working Mens Club (WF2 0GU)	Ossett Fire Station (WF2 0GU)		2855	2141	wrtfIvykHT?AtB?L?zAn@@dABV@XCXCREJCbAc@CSGs@CaA@kA?}@?iA?IDsK?Y?W@}C?mA@s@?oC@gDkB]s@Oc@Kc@MGAu@YQMKKn@{DD^i@fDPLt@XF@b@Lb@J~Cl@AfD?nCAr@?lAA|C?V?XErK?H?hA?|@AjAB`AFr@BR^jBLl@JdAFrAJ`BVtAV`AVj@Rb@IVKZYp@mA~FWlAAFS~@PJ@@@?@??CH_@??I^?BA?A?AAQKR_A@GVmAlA_GXq@J[HWSc@Wk@WaAWuAKaBGsAKeAMm@_@kBcAb@KBSDYBYBWAeACo@A?{A?M@uBU?	35	OSRM
WF2 0GU	45	1			2	Wrenthorpe Potovens (WF2 0GU)	Jerry Clay Academy (WF2 0GU)		4095	3071	ayvfIrpiHYC[YM??iB?u@?e@CoACq@Ee@Mg@Mm@Gi@Ci@CSEkBODYHI@UBc@E{B_@g@UGIY[[U}@a@GC}@a@]OQIOOcAaBS[e@s@]g@u@kAk@{@[YaBqA}@o@k@_@]UUO_CeB_@h@CBW^uA~BmAtBKPq@hAGHq@jAaAdBSb@oBxD_AhBcA|AKLCDu@~@}@|@a@XCB_@RJf@@L?LENc@n@W`@fAxEf@|BVjAXt@DJTf@hA`CN`@HRDP@VC^Gb@Id@Mt@IhAE`BBt@LpAb@nDB\^lE^fEHjA\zAlApDbCtIjOi]xHgQjFuL`@aATk@DKDKRc@`@y@Pe@JU^y@`BoD\w@Zu@LYFIFGXSDCRQFEf@g@Lf@Dd@Bp@BnA?d@?t@?hBL?ZXXB	51	OSRM
WF2 0GU	60	1			2	Ossett WMC (WF2 0GU)	West Ardsley Methodist Church (WF2 0GU)		13590	10192	}wvfIbusHDb@Jf@Lv@Pp@Pn@L`@HVBD@J@PBP?V@`@?\?jBAdA?v@BZJVt@|Bb@xBJp@XfBLp@J\Rr@Rf@Td@FLPRPLh@\HHLJVk@NUXa@hA[rA_@RGz@Uh@MdAWTbAHVHJJDP@ZCXG\GZKZMZYTUhBoB`@YlA{@b@UdCuAh@@VPJKTSBC\]`@u@`AeCLm@Pu@ZwAPy@b@kBPq@j@cCJ]XeAJ[XcAT_AjBkGFQ|@{CVmAJe@l@iCVeAJq@H{@Do@Du@?e@?M?}@EgACq@QoFBsAJ}E@e@@gAF}B@_@@UD_ADuATcGLoCFwADiAXqGBYT_EJ_CJmF?i@AWAOKYUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@SRq@\{@Pa@?c@CsAKaBKw@IIKEQCIA_ACg@Q_BgAoI}@cIEy@SqEGo@Kk@Ou@Uq@Qk@Kc@Eg@Em@Co@Ea@Oo@Oq@Ww@Qk@Ss@WwAYgBOcAGm@C[AM@u@?o@Cw@CsAG}AGo@G_@MWWSQIQGCA_@K[Ua@_@y@_AmAmA_A_AcAqAk@q@m@s@{@u@}@u@qBoBuAuAY][hA_@pAeAlCsAdCQ\cBdDw@lB]t@{@bCaB`E_@z@S\OXYb@i@r@QRq@j@_@V]TQHc@TIDOFqBdAe@b@URw@v@yAzAi@l@OR_@f@SX{BfD]r@Wn@Of@u@`DSt@Sj@Yf@YVYNE@kANmAPO@S?[Ee@IC?Y@]F]HQL]Xa@l@Uf@Od@Qt@Mv@i@vEKl@K\SRe@XyA~@s@p@c@n@Wp@Sv@SlAo@bFYrB_AvDuA~Du@|BCF}@xCc@bBUbAUlA]fB[bAYp@k@|@s@v@oBdBKH_@`@S\Sl@YfA_@hBWhAIX[z@GNe@c@o@_@gAe@NaB|@h@NB@?JMKLQC}@i@O`BfAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@KXKXO^Wt@_@`Aa@pAGV?FCTGxDA|@?JMdHAb@At@At@C~@MfJ?PA`@@p@J`A`@vBBb@LjGj@|Fp@jHJ|C?~BO`CYzCtDvBpJtFLF`J|EhHdEPHnBnAhE|B\RZRXLrAv@bAh@JDr@h@~AjA|@`Az@|AJN^n@r@zAlAnDHTHVpAlDp@`BHFHFD@F?N?^WPMp@UBAZKh@CHDTJZTTZb@ZH?HFb@i@tD{ITc@^q@bAqB\cAF_ACEAO?I?EBMDKFEBADAD@VIPAnBw@LMr@cAXa@JOX]h@aAlCmD~CsEbCmDdB_C`ByBT[x@gAGWOm@?a@Fs@\cA\i@zBmCTYR_@Jk@Bc@Ac@Ga@Oo@Yw@Og@IWUs@I[Oa@GUIUGU{@sCGSa@_AQWq@q@MKIIi@]QMQSGMUe@Sg@Ss@K]Mq@YgBKq@c@yBu@}BKWC[?w@@eA?kB?]Aa@?WCQAQAKCEIWMa@Qo@Qq@Mw@Kg@Ec@	169	OSRM
WF2 0GU	30	1			2	West Ardsley Book Exchange (WF2 0GU)	West Ardsley Methodist Church (WF2 0GU)		2145	1609	clzfIn}rHNTn@bAFHJ@H@D@RZRi@x@}Bn@}Al@eBFOdFcNe@c@o@_@gAe@qBw@qBy@{Aq@QGmEiBk@Sk@SBWDS@S?Q?S@OLaBM`BAN?R?PARERCVTHTHj@RlEhBPFzAp@pBx@pBv@NaB|@h@NB@?JMKLQC}@i@O`BfAd@n@^d@b@eFbNGNm@dBo@|Ay@|BSh@S[EAIAKAGIo@cAOU	26	OSRM
WF2 0GU	20	1			2	Shell Select (WF2 0GU)	Ramada (WF2 0GU)		1824	1368	gpsfItwmH|@`@ENGPc@l@KNKPEBEJs@`A]aAEIQm@q@_CYoAG[?K@QJS`@w@@[Ea@BS@CHU@C??RATZb@iAD_@\_ABQA_@q@gAw@m@KEMGo@_@e@e@[_@SU_@m@KMEECAKCIDK@OFEHEJ{AbHKd@SdAI`@Gd@Kx@CXKfAA`@?LBNBP??FTBBLDH@F@D?NIDEHIRbAb@eADCb@j@DHEL[bA??EBMSCCEEQWAKScAIHEDOHEBEFEDIPANEN?\?B?HBRH\DLFNVf@HN^j@VPLDD@B?B?NEzCuHRMVCXnAp@~BPl@DHZi@DCHDZRNFDCJQJOb@m@FQDO}@a@	22	OSRM
WF2 0GU	20	1			2	Wrenthorpe Academy (WF2 0GU)	Spot on Dog Grooming (WF2 0GU)		1540	1155	wowfIdngHe@Tq@^c@Xu@f@E@eBbAo@`@m@d@s@v@s@~@wBzC~BdBTN\Tj@^|@n@`BpAZXj@z@Z_AXcAb@_BBIHS??IRCHc@~AYbA[~@k@{@[YaBqACAy@m@k@_@]UUO_CeBvB{Cr@_Ar@w@l@e@n@a@dBcADAt@g@b@Yp@_@d@U	19	OSRM
WF2 0GU	60	1			2	Ossett Flushdyke Junior and Infant School (WF2 0GU)	Spring Mill Golf Course (WF2 0GU)		9920	7440	{gtfIl}oHGVIz@I?IM?yAWBGDI?GAIGUq@U_@mAqAc@OQAQ?_@LURW\O\Mj@I|@Bx@Dd@X`@RLRAPGLQJUlA{DJa@p@sBt@aBzDkIFMP_@VaADg@?c@A]E[G]Ia@IOGYG]A[AW?W@wD@y@@[@YD]H[Rg@POPMLINEP@RBTLVXJXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCkDhHq@zAq@nBy@bDWvAAFW|AQ`BQjBGlAIdCEvCGnEQnLIdCSvC_@|De@vCg@tBs@dCqAvCwL`SwBhDmDxF{AhCiBbD{@lBoB`Fq@xBe@xBg@xCYpCKzAG`BChCD|BRlDXrCj@`Ev@bDr@tCLRLHP@HCVAJ@FBFFFJFVBLFf@@H?PAPEPELIHGDGBk@EEAGEGGEKEMCS?U?]UmAaAmDq@cDm@eE[sCSoDCu@AiA@kCDcBJ}AToCd@_Dh@qBp@cCvBuFx@kBbBkDrAgChHiL`H}KnCoErAyCr@uBj@wBf@uCd@uDRuCHoCNkLDwBFwFAi@BoANgCDu@?c@A[ESCOM_@Oe@G[Gc@Ee@Cy@H}@Lk@N]V]TS^MP?P@b@NlApATRz@XAf@EzAMdEKr@K~BxBdA\M^q@h@y@fAmAn@k@RWf@u@hCcDHKHEH@H@JDHHFJDNh@|BVjAFVFPVf@`A|AJB@?NGDGDGXm@Pa@JQHEHKj@u@`@o@BGhA{BP[ZWDCDCNE^KLARMz@s@TWDEDMBAt@c@ZKUyA[eCcBkM{@qECOkAgFYaA{@_DK]sCoHk@}ASi@]aAEIQm@q@_CWUQBSLuCtHITM^[x@Yz@K`@E\C\?b@B\Db@Jp@JXFVDVDX@\?ZAtDA|@AZA\ETW~@MZa@fAcAxBkAjCuBjFIn@GfAGlAA\CbBAf@EzA\EHLH?H{@FW	124	OSRM
WF2 0GU	20	1			2	Hall Cliffe Primary School (WF2 0GU)	The Well Church (Elim Pentecostal) (WF2 0GU)		1654	1240	_iwfIlwiHDKDKRc@`@y@Pe@JU^y@`BoD\w@Zu@LYFIFGXSDCRQFEf@g@Lf@Dd@Bp@BnA?d@?t@?hBL?ZXZBA?YC[YM??iB?u@?e@CoACq@Ee@Mg@Mm@Gi@G}@EkBODYHI@UBc@EMNWNINKZI\ITi@XMNEPG^EZOEQCG?USMOReADUj@cDf@TzB^b@DTCHAXINEDjBF|@Fh@Ll@g@f@GDSPEBYRGFGHMX[t@]v@aBnD_@x@KTQd@a@x@Sb@EJEJ	20	OSRM
WF2 0GU	15	1			2	Village Stores (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)		1349	1012	{cwfIn`nHAQEWKWq@j@_@V]TQHc@TIDOFqBdA_@wBm@\OH|@g@^vBe@b@URw@v@Mc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@v@w@TSd@c@pBeANGHEb@UPI\U^Wp@k@JVDV@P	16	OSRM
WF2 0GU	10	1			2	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)		1009	757	iswfIdbnHTrBNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\Fh@	12	OSRM
WF2 0GU	10	1			2	Outwood Primary Academy Kirkhamgate (WF2 0GU)	The Star Inn (WF2 0GU)		1009	757	qswfI`anH?EE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\\|CNl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]wC	12	OSRM
WF2 0GU	15	1			2	Alverthorpe Garage (WF2 0GU)	Mill View Stores (WF2 0GU)		1078	808	ajufIbijHb@iA\w@L]L[f@}Af@{AdAwCFSb@~@Zn@BH}AlCu@rAIHO@]I\HNAHIP[b@w@|AmCRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@c@hA	13	OSRM
WF2 0GU	15	1			2	Alverthorpe Garage (WF2 0GU)	Mill View Stores (WF2 0GU)		1070	802	}iufIxhjH^_A\w@L]L[f@}Af@{AdAwCFSb@~@Zn@BH}AlCu@rAIHO@]I\HNAHIP[b@w@|AmCRb@HTNVLVLVNr@DRj@Sk@RUgAMWMWOWIUSc@CI[o@c@_AGReAvCg@zAg@|AMZM\]v@_@~@	13	OSRM
WF2 0GU	10	1			2	The Star Inn (WF2 0GU)	Outwood Primary Academy Kirkhamgate (WF2 0GU)		1009	757	aswfIncnHLhANl@Lb@yAzAi@l@ORs@aAKMAu@F]?IOs@Nr@?HG\@t@~@nANSh@m@xA{AMc@Om@]}CE]Kq@SyACKOmA_@qCcAf@[yAJIKHZxAbAg@^pCNjA?@BJRxAJp@D\NrA	12	OSRM
